country,year,rgdpo,rkna,labsh,pl_i,pl_gdpo,pop
Angola,2001,36299.23828125,431224.03125,NA,0.14852213920497515,0.3068317174911499,15.562790999999999
Angola,2006,93890.46875,473807.34375,NA,0.56576352509058625,0.5374522805213928,18.541467
Angola,1983,28620.84375,289928.8125,NA,0.17211974629408489,0.22271248698234558,9.128655
Angola,1994,28932.923828125,330642.25,NA,0.16827406790908775,0.4386763572692871,12.648482999999999
Angola,1984,28380.51171875,292524.1875,NA,0.1721356709259118,0.23932276666164398,9.444918
Angola,1982,27463.87109375,288332.21875,NA,0.16803795096190954,0.21940577030181885,8.807511
Angola,1981,28956.353515625,283403.84375,NA,0.17197691172452825,0.20446395874023438,8.49795
Angola,1989,30350.27734375,278754.71875,NA,0.3136817307671882,0.3722408413887024,10.820992
Angola,1985,30968.048828125,290882.71875,NA,0.21007088634465185,0.26356932520866394,9.745209
Angola,1995,25601.490234375,347979.21875,NA,0.11173525479740996,0.24359753727912903,13.042665999999999
Angola,2002,41151.66796875,427341.1875,NA,0.16311030331865553,0.33645644783973694,16.109696
Angola,2005,70904.7578125,456598.03125,NA,0.5222797924109867,0.48881566524505615,17.912941999999997
Angola,1980,29614.904296875,280838.53125,NA,0.17129643891437749,0.21324269473552704,8.21195
Angola,1998,38930.71875,426117.59375,NA,0.12090768818767332,0.21408060193061829,14.18771
Angola,1996,34157.62109375,380093.40625,NA,0.12606609065947794,0.2463415265083313,13.424812999999999
Angola,1990,32667.025390625,275333.03125,NA,0.3251845542749703,0.3758835792541504,11.12787
Angola,1986,27061.1484375,287753.03125,NA,0.23168595740620704,0.2877976596355438,10.0237
Angola,1992,30015.341796875,306737.3125,NA,0.03915329047747258,0.521723210811615,11.848970999999999
Angola,1988,28204.390625,283304.03125,NA,0.259457975338177,0.3432495594024658,10.544903999999999
Angola,1997,33600.125,396301.6875,NA,0.14125827390910678,0.2962765097618103,13.801867999999999
Angola,1993,27484.984375,319297.15625,NA,0.10467705116153403,0.4372929334640503,12.246786
Angola,1991,26304.021484375,284641.28125,NA,0.1793188855432678,0.5925966501235962,11.472173
Angola,1987,29668.751953125,286659,NA,0.2467182924948503,0.3024243414402008,10.285712
Angola,2004,52226.078125,441537.375,NA,0.41649302715643105,0.4142385721206665,17.2955
Angola,2003,43193.640625,431645.75,NA,0.3609946920249555,0.38417619466781616,16.691395
Argentina,1997,553420.6875,1217761.75,0.41909298300743103,0.5387491092009649,0.6360587477684021,35.833965
Argentina,1996,532989.8125,1170010.375,0.4384273886680603,0.5325284860528753,0.6138313412666321,35.419683
Argentina,2007,649728,1563072.375,0.43294331431388855,0.5830118735301518,0.5132657885551453,39.969902999999995
Argentina,1992,277855.78125,1022459,0.5337398052215576,1.0261873089656548,0.9795771837234497,33.655149
Argentina,1998,554934.1875,1269080.875,0.43259134888648987,0.5516417161069521,0.647266149520874,36.241578
Argentina,1986,163147.703125,952417.25,0.5337398052215576,1.0722274796679656,0.7771595120429993,30.857242
Argentina,2006,593656,1490019.625,0.42910292744636536,0.49294043488737743,0.4462646543979645,39.558749999999996
Argentina,1999,523007.4375,1305226.75,0.4613690972328186,0.5541067038388533,0.649876594543457,36.648053999999995
Argentina,2001,489405.21875,1350421,0.4693789780139923,0.5322750419379244,0.656166136264801,37.471534999999996
Argentina,2004,499958.9375,1379962,0.3754423260688782,0.36969263864952034,0.36878111958503723,38.728778
Argentina,1995,416118.8125,1134617.5,0.4726305902004242,0.683511037557699,0.7423151731491089,34.994817999999995
Argentina,2002,421078.1875,1340429.5,0.3660213351249695,0.26908245222721344,0.28890931606292725,37.889443
Argentina,1991,235515.265625,997420.875,0.5337398052215576,1.1376363670320186,0.9625656604766846,33.19392
Argentina,2000,520440.71875,1334261.5,0.4579680860042572,0.5374550397934135,0.6542857885360718,37.057452999999995
Argentina,1984,149928.59375,933932.375,0.5337398052215576,1.1460717023895683,0.7302142977714539,29.920907
Argentina,1993,320473.875,1061497.875,0.5337398052215576,0.8979948912814935,0.8829044699668884,34.110912
Argentina,1987,173890.609375,970684.125,0.5337398052215576,1.0168196029962664,0.7525798082351685,31.326473
Argentina,2003,456466.53125,1349205.25,0.3561948537826538,0.32323432469766816,0.3411409556865692,38.309475
Argentina,1983,140620.09375,919660.5,0.5337398052215576,1.1406953276881544,0.7361462116241455,29.454739
Argentina,1980,123486.75,857415.8125,0.5337398052215576,0.9674513140038744,0.7301048636436462,28.105888999999998
Argentina,2005,546220.4375,1427637.125,0.4005841910839081,0.43885121782941194,0.4073336720466614,39.145491
Argentina,1981,124252.7890625,886926,0.5337398052215576,1.0016302590949482,0.7517068386077881,28.543366
Argentina,1988,184885.234375,986288.875,0.5337398052215576,1.0863846780925328,0.824333667755127,31.795514999999998
Argentina,1994,372903,1104743.75,0.5240098834037781,0.7858977137106846,0.8270142674446106,34.558113999999996
Argentina,1982,129667.28125,902944.5625,0.5337398052215576,1.1547004072413467,0.7389686107635498,28.993989
Argentina,1990,199708.28125,987685.875,0.5337398052215576,1.2083161578786707,0.8385897278785706,32.72974
Argentina,1985,146209.5625,940615.875,0.5337398052215576,1.0621376294591809,0.7152789235115051,30.388780999999998
Argentina,1989,178384.078125,990143.5,0.5337398052215576,0.6496842567132517,0.5149512887001038,32.263559
Australia,1990,459148.71875,1757742.25,0.608041524887085,0.6719119336914204,0.6960405111312866,17.096868999999998
Australia,1998,622528.6875,2172300.75,0.5932402610778809,0.5982195664155072,0.623666524887085,18.709175
Australia,1985,373923.875,1502554.25,0.6431393027305603,0.4464526249343007,0.47428107261657715,15.791043
Australia,1991,459646.71875,1789441,0.596084475517273,0.6521505224920526,0.7160519361495972,17.325817999999998
Australia,1997,603486.9375,2103476.75,0.5919848084449768,0.6863502750216705,0.7251347899436951,18.512971
Australia,2005,823623.6875,2742159.5,0.5720259547233582,0.848986224399552,0.9175785779953003,20.274282
Australia,1999,651364.3125,2246753.5,0.5851325988769531,0.6235944137816095,0.6489368677139282,18.906935999999998
Australia,1993,496492.75,1872377.625,0.5877758860588074,0.5699640078335703,0.628251850605011,17.738428
Australia,1989,458443.03125,1719259.125,0.6023789644241333,0.6507865874150532,0.6863895058631897,16.849253
Australia,1996,576827.4375,2036511.25,0.5976579785346985,0.7100190943934575,0.75752854347229,18.31834
Australia,1986,385013,1551088.625,0.625257134437561,0.46556432965831657,0.4876359701156616,16.047026
Australia,1984,363798.46875,1450604.375,0.6469907164573669,0.5188233863146786,0.5592615604400635,15.548591
Australia,2003,742670.1875,2542018,0.5806894302368164,0.6819797072566142,0.7419092655181885,19.735255
Australia,1988,442874,1663118,0.5929223299026489,0.6032971217953834,0.6389575004577637,16.585905
Australia,1981,338412,1320476.375,0.6734245419502258,0.5519364199680933,0.5836257338523865,14.898019
Australia,2002,713336.5625,2453502,0.5807932019233704,0.5581148776851529,0.5984721779823303,19.514385
Australia,2006,847763.9375,2852353.5,0.5680515170097351,0.8934486307524151,0.9572043418884277,20.606227999999998
Australia,1992,478489.28125,1828571.875,0.5921670198440552,0.6139284018515793,0.6603432297706604,17.538387
Australia,1987,417436.25,1602604.25,0.6036112308502197,0.5072999157533179,0.5355163812637329,16.314778
Australia,1995,549039.4375,1979578,0.5874563455581665,0.6629830600075883,0.7101794481277466,18.124769999999998
Australia,1980,323755.71875,1265025.625,0.6817352175712585,0.4978627597569751,0.5221522450447083,14.708323
Australia,1994,520231.0625,1926239,0.5848342776298523,0.636854904741047,0.6885085105895996,17.932214
Australia,2000,672515.4375,2304406.5,0.5865315198898315,0.5755715785101403,0.6012250781059265,19.107250999999998
Australia,2001,694783.6875,2372239.5,0.5887995958328247,0.5263870237387415,0.5542955994606018,19.308681
Australia,2007,879535.25,2974337.5,0.5742115378379822,1.0652052140428676,1.114702820777893,20.975949
Australia,1982,330351.40625,1361994.375,0.6679123044013977,0.5201429351997366,0.5686699151992798,15.101227
Australia,2004,767682.375,2635865.25,0.583207905292511,0.7922220662643089,0.8707634806632996,19.985474999999997
Australia,1983,350116.90625,1403591,0.6393069624900818,0.4956677845472701,0.5390281677246094,15.318254
Austria,1985,140281.96875,797497.75,0.6371265649795532,0.3920042118695704,0.4848356544971466,7.6005139999999995
Austria,2005,307212.28125,1416876,0.5677239298820496,0.9021084867446771,1.0116864442825317,8.234858
